Topic,Words,Frequency,Timestamp
61,"blockchain, smart, smart contracts, contracts, fraud",297,2024-06-20 06:00:00.000
62,"privacy, private, differentially private, differentially, differential privacy",294,2024-06-20 06:00:00.000
63,"games, game, nash, mean field, nash equilibrium",247,2024-06-20 06:00:00.000
64,"brownian, brownian motion, stochastic differential, equations, differential equations",226,2024-06-20 06:00:00.000
65,"codes, decoding, polar, coding, decoder",235,2024-06-20 06:00:00.000
66,"dialogue, chatgpt, conversational, dialog, taskoriented",275,2024-06-20 06:00:00.000
67,"anomaly detection, anomaly, outlier, outlier detection, unsupervised",286,2024-06-20 06:00:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, equations",264,2024-06-20 06:00:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",257,2024-06-20 06:00:00.000
70,"community, community detection, complex networks, centrality, social networks",196,2024-06-20 06:00:00.000
71,"metamaterials, plasmonic, plasmon, metamaterial, mechanical",211,2024-06-20 06:00:00.000
72,"news, opinion, fake, misinformation, social",274,2024-06-20 06:00:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, bayesian inverse",245,2024-06-20 06:00:00.000
74,"supernova, ia, sn, remnant, remnants",176,2024-06-20 06:00:00.000
75,"entanglement, multipartite, entanglement entropy, entangled, quantum entanglement",192,2024-06-20 06:00:00.000
76,"boseeinstein, condensates, bose, superfluid, condensate",168,2024-06-20 06:00:00.000
77,"neutron, neutron stars, star, stars, mergers",149,2024-06-20 06:00:00.000
78,"matrices, markov, random matrices, markov chains, limit theorem",172,2024-06-20 06:00:00.000
79,"telescope, astronomy, astronomical, observatory, sky",211,2024-06-20 06:00:00.000
80,"detector, detectors, pixel, argon, liquid",152,2024-06-20 06:00:00.000
81,"knots, knot, links, homology, braid",167,2024-06-20 06:00:00.000
82,"materials, molecular, crystal, potentials, additive manufacturing",206,2024-06-20 06:00:00.000
83,"remote sensing, remote, sensing, plant, crop",234,2024-06-20 06:00:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",190,2024-06-20 06:00:00.000
-1,"quantum, language, large language, language models, llms",47030,2024-10-31 09:36:00.000
0,"galaxies, galaxy, stars, stellar, star",2575,2024-10-31 09:36:00.000
1,"hall, spin, magnetic, superconductivity, films",2452,2024-10-31 09:36:00.000
2,"qcd, collisions, production, decays, quark",1787,2024-10-31 09:36:00.000
3,"curvature, surfaces, curves, bundles, manifolds",2169,2024-10-31 09:36:00.000
4,"gravity, gauge, theories, inflation, cosmological",1620,2024-10-31 09:36:00.000
5,"mimo, wireless, communications, beamforming, communication",1446,2024-10-31 09:36:00.000
6,"graphs, trees, hypergraphs, cycles, coloring",1369,2024-10-31 09:36:00.000
7,"language, language models, large language, reasoning, language model",1818,2024-10-31 09:36:00.000
8,"segmentation, medical, mri, medical image, image segmentation",1432,2024-10-31 09:36:00.000
9,"black, black hole, hole, black holes, holes",1183,2024-10-31 09:36:00.000
10,"speech, audio, music, speaker, speech recognition",1027,2024-10-31 09:36:00.000
11,"quantum, circuits, quantum circuits, circuit, quantum computing",1108,2024-10-31 09:36:00.000
12,"time series, series forecasting, forecasting, multivariate, highdimensional",1000,2024-10-31 09:36:00.000
13,"ai, agents, generative ai, intelligence, artificial intelligence",1114,2024-10-31 09:36:00.000
14,"nonconvex, descent, convex, multiobjective, optimization problems",883,2024-10-31 09:36:00.000
15,"algebras, categories, lie, modules, algebra",723,2024-10-31 09:36:00.000
16,"photonic, optical, photon, cavity, laser",657,2024-10-31 09:36:00.000
17,"protein, molecular, dna, drug, cell",792,2024-10-31 09:36:00.000
18,"spiking, brain, eeg, spiking neural, disease",782,2024-10-31 09:36:00.000
19,"financial, market, portfolio, stock, volatility",758,2024-10-31 09:36:00.000
20,"pruning, deep neural, dnn, architecture search, training",529,2024-10-31 09:36:00.000
21,"reinforcement learning, reinforcement, policy, offline, multiagent",667,2024-10-31 09:36:00.000
22,"granular, porous, polymer, fracture, droplet",572,2024-10-31 09:36:00.000
23,"electricity, charging, load, wind, grid",623,2024-10-31 09:36:00.000
24,"driving, autonomous, traffic, autonomous driving, planning",656,2024-10-31 09:36:00.000
25,"object detection, object, point cloud, cloud, lidar",602,2024-10-31 09:36:00.000
26,"covid19, epidemic, pandemic, disease, covid19 pandemic",313,2024-10-31 09:36:00.000
27,"domain adaptation, adaptation, label, multilabel, contrastive",510,2024-10-31 09:36:00.000
28,"manipulation, robotic, tactile, robot, imitation",660,2024-10-31 09:36:00.000
29,"causal, treatment, imputation, treatment effects, survival",574,2024-10-31 09:36:00.000
30,"dark, dark matter, dark energy, axion, ultralight",468,2024-10-31 09:36:00.000
31,"predictive control, optimal control, model predictive, predictive, nonlinear systems",482,2024-10-31 09:36:00.000
32,"navierstokes, navierstokes equations, galerkin, element, equations",497,2024-10-31 09:36:00.000
33,"pulsar, gammaray, xray, bursts, timing",459,2024-10-31 09:36:00.000
34,"software, code generation, vulnerability, repair, llms",650,2024-10-31 09:36:00.000
35,"splatting, gaussian splatting, depth, 3d gaussian, depth estimation",600,2024-10-31 09:36:00.000
36,"serverless, gpu, cloud, riscv, hpc",447,2024-10-31 09:36:00.000
37,"adversarial, attacks, backdoor, attack, adversarial attacks",498,2024-10-31 09:36:00.000
38,"elliptic, fractional, equations, elliptic equations, parabolic",431,2024-10-31 09:36:00.000
39,"operators, sobolev, inequalities, inequality, fourier",464,2024-10-31 09:36:00.000
40,"clinical, health, medical, mental, depression",622,2024-10-31 09:36:00.000
41,"face, facial, deepfake, face recognition, recognition",427,2024-10-31 09:36:00.000
42,"graph neural, graphs, node, link prediction, graph learning",524,2024-10-31 09:36:00.000
43,"neutrino, neutrinos, flavor, mass, dark",344,2024-10-31 09:36:00.000
44,"superresolution, image superresolution, image restoration, restoration, quality assessment",405,2024-10-31 09:36:00.000
45,"logic, automata, logics, boolean, modal",349,2024-10-31 09:36:00.000
46,"solar, coronal, wind, flare, magnetic",337,2024-10-31 09:36:00.000
47,"recommendation, recommender, recommender systems, recommendations, recommendation systems",428,2024-10-31 09:36:00.000
48,"plasma, plasmas, electron, laser, acceleration",374,2024-10-31 09:36:00.000
49,"federated, federated learning, personalized federated, personalized, client",493,2024-10-31 09:36:00.000
50,"bilayer, twisted, hall, graphite, moire",299,2024-10-31 09:36:00.000
51,"question, answering, question answering, retrievalaugmented, retrieval",450,2024-10-31 09:36:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",396,2024-10-31 09:36:00.000
53,"action, action recognition, reality, recognition, activity recognition",359,2024-10-31 09:36:00.000
54,"visionlanguage, multimodal, visionlanguage models, multimodal large, visual",518,2024-10-31 09:36:00.000
55,"climate, seismic, weather, assimilation, precipitation",373,2024-10-31 09:36:00.000
56,"turbulence, turbulent, convection, vortex, waves",332,2024-10-31 09:36:00.000
57,"transformers, attention, transformer, vision, vision transformers",413,2024-10-31 09:36:00.000
58,"uav, aerial, drone, uavs, swarm",378,2024-10-31 09:36:00.000
59,"texttoimage, image generation, editing, video, video generation",573,2024-10-31 09:36:00.000
60,"groups, subgroups, finite groups, finite, conjugacy",292,2024-10-31 09:36:00.000
61,"blockchain, smart, smart contracts, contracts, fraud",288,2024-10-31 09:36:00.000
62,"privacy, private, differentially private, differentially, differential privacy",269,2024-10-31 09:36:00.000
63,"games, game, nash, mean field, equilibria",315,2024-10-31 09:36:00.000
64,"brownian, brownian motion, sdes, equations, stochastic differential",265,2024-10-31 09:36:00.000
65,"codes, decoding, polar, selfdual, cyclic",241,2024-10-31 09:36:00.000
66,"dialogue, chatgpt, conversational, dialog, taskoriented",260,2024-10-31 09:36:00.000
67,"anomaly, anomaly detection, outlier, outlier detection, time series",288,2024-10-31 09:36:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, equations",278,2024-10-31 09:36:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",217,2024-10-31 09:36:00.000
70,"community, community detection, complex networks, centrality, social",197,2024-10-31 09:36:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, dielectric",194,2024-10-31 09:36:00.000
72,"news, fake, opinion, misinformation, social",243,2024-10-31 09:36:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, bayesian inverse",323,2024-10-31 09:36:00.000
74,"supernova, ia, sn, remnant, remnants",175,2024-10-31 09:36:00.000
75,"entanglement, multipartite, entangled, entanglement entropy, quantum entanglement",194,2024-10-31 09:36:00.000
76,"boseeinstein, condensates, bose, condensate, superfluid",176,2024-10-31 09:36:00.000
77,"neutron, neutron stars, star, stars, mergers",170,2024-10-31 09:36:00.000
78,"matrices, random matrices, markov, markov chains, central limit",176,2024-10-31 09:36:00.000
79,"telescope, astronomy, astronomical, observatory, telescopes",150,2024-10-31 09:36:00.000
80,"detector, detectors, readout, pixel, silicon",186,2024-10-31 09:36:00.000
81,"knots, links, knot, braid, homology",179,2024-10-31 09:36:00.000
82,"materials, interatomic, potentials, additive manufacturing, manufacturing",222,2024-10-31 09:36:00.000
83,"remote sensing, remote, sensing, crop, sensing image",272,2024-10-31 09:36:00.000
84,"sentiment, summarization, sentiment analysis, topic, abstractive",173,2024-10-31 09:36:00.000
-1,"quantum, language, llms, large language, language models",54636,2025-03-13 13:12:00.000
0,"galaxies, galaxy, stars, stellar, star",2885,2025-03-13 13:12:00.000
1,"hall, superconductivity, magnetic, spin, films",2596,2025-03-13 13:12:00.000
2,"collisions, qcd, production, decays, quark",1789,2025-03-13 13:12:00.000
3,"curvature, surfaces, curves, varieties, bundles",2327,2025-03-13 13:12:00.000
4,"gravity, gauge, theories, inflation, cosmological",1692,2025-03-13 13:12:00.000
5,"mimo, communications, wireless, communication, beamforming",1611,2025-03-13 13:12:00.000
6,"graphs, trees, hypergraphs, coloring, digraphs",1542,2025-03-13 13:12:00.000
7,"language, language models, large language, reasoning, language model",2431,2025-03-13 13:12:00.000
8,"segmentation, medical, mri, medical image, image segmentation",1612,2025-03-13 13:12:00.000
9,"black, black hole, hole, black holes, holes",1299,2025-03-13 13:12:00.000
10,"speech, audio, music, speaker, speech recognition",1444,2025-03-13 13:12:00.000
11,"quantum, circuits, quantum circuits, quantum computing, variational quantum",1440,2025-03-13 13:12:00.000
12,"time series, forecasting, series forecasting, multivariate, highdimensional",1211,2025-03-13 13:12:00.000
13,"ai, agents, intelligence, generative ai, agent",1498,2025-03-13 13:12:00.000
14,"nonconvex, descent, convex, gradient descent, multiobjective",991,2025-03-13 13:12:00.000
15,"algebras, categories, lie, modules, algebra",831,2025-03-13 13:12:00.000
16,"photonic, optical, cavity, lithium, laser",673,2025-03-13 13:12:00.000
17,"protein, molecular, drug, dna, cell",925,2025-03-13 13:12:00.000
18,"spiking, brain, eeg, spiking neural, neuromorphic",813,2025-03-13 13:12:00.000
19,"financial, market, pricing, stock, volatility",766,2025-03-13 13:12:00.000
20,"pruning, architecture search, relu, training, deep neural",628,2025-03-13 13:12:00.000
21,"reinforcement learning, reinforcement, policy, offline, reward",744,2025-03-13 13:12:00.000
22,"granular, porous, polymer, fracture, droplets",629,2025-03-13 13:12:00.000
23,"electricity, charging, grid, power systems, load",694,2025-03-13 13:12:00.000
24,"driving, autonomous, autonomous driving, traffic, planning",805,2025-03-13 13:12:00.000
25,"object detection, object, point cloud, cloud, lidar",623,2025-03-13 13:12:00.000
26,"covid19, epidemic, pandemic, infection, covid19 pandemic",302,2025-03-13 13:12:00.000
27,"domain adaptation, adaptation, domain generalization, label, multilabel",546,2025-03-13 13:12:00.000
28,"manipulation, robot, robotic, locomotion, imitation",831,2025-03-13 13:12:00.000
29,"causal, treatment, causal inference, survival, imputation",727,2025-03-13 13:12:00.000
30,"dark, dark matter, dark energy, axion, halos",535,2025-03-13 13:12:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",623,2025-03-13 13:12:00.000
32,"navierstokes, navierstokes equations, compressible, equations, galerkin",457,2025-03-13 13:12:00.000
33,"pulsar, gammaray, bursts, xray, timing",476,2025-03-13 13:12:00.000
34,"software, code generation, vulnerability, llms, large language",816,2025-03-13 13:12:00.000
35,"splatting, gaussian splatting, depth, 3d gaussian, scene",832,2025-03-13 13:12:00.000
36,"encryption, gpu, riscv, serverless, hpc",615,2025-03-13 13:12:00.000
37,"adversarial, attacks, backdoor, attack, adversarial attacks",538,2025-03-13 13:12:00.000
38,"elliptic, fractional, equations, elliptic equations, laplacian",484,2025-03-13 13:12:00.000
39,"operators, sobolev, inequalities, inequality, hardy",483,2025-03-13 13:12:00.000
40,"clinical, health, medical, depression, language",716,2025-03-13 13:12:00.000
41,"face, facial, deepfake, face recognition, recognition",549,2025-03-13 13:12:00.000
42,"graph neural, link prediction, node, graphs, graph learning",431,2025-03-13 13:12:00.000
43,"neutrino, neutrinos, mass, oscillations, dark",374,2025-03-13 13:12:00.000
44,"superresolution, image restoration, restoration, image superresolution, video",534,2025-03-13 13:12:00.000
45,"logic, automata, boolean, logics, modal",435,2025-03-13 13:12:00.000
46,"solar, coronal, wind, flare, magnetic",333,2025-03-13 13:12:00.000
47,"recommendation, recommender, recommender systems, recommendations, user",511,2025-03-13 13:12:00.000
48,"plasma, plasmas, laser, electron, ionization",378,2025-03-13 13:12:00.000
49,"federated, federated learning, client, personalized federated, heterogeneous",579,2025-03-13 13:12:00.000
50,"bilayer, twisted, graphite, hall, moire",317,2025-03-13 13:12:00.000
51,"question, retrievalaugmented, answering, question answering, retrievalaugmented generation",581,2025-03-13 13:12:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",411,2025-03-13 13:12:00.000
53,"action, action recognition, reality, recognition, activity recognition",466,2025-03-13 13:12:00.000
54,"visionlanguage, multimodal, visionlanguage models, reasoning, visual",842,2025-03-13 13:12:00.000
55,"weather, climate, seismic, assimilation, earthquake",452,2025-03-13 13:12:00.000
56,"turbulence, turbulent, convection, vortex, waves",333,2025-03-13 13:12:00.000
57,"transformers, transformer, attention, vision, vision transformers",505,2025-03-13 13:12:00.000
58,"uav, aerial, drone, uavs, swarm",397,2025-03-13 13:12:00.000
59,"texttoimage, image generation, editing, video, video generation",712,2025-03-13 13:12:00.000
60,"groups, subgroups, finite groups, finite, abelian groups",365,2025-03-13 13:12:00.000
61,"blockchain, smart, smart contracts, fraud, contracts",326,2025-03-13 13:12:00.000
62,"privacy, private, differentially private, differentially, differential privacy",385,2025-03-13 13:12:00.000
63,"games, nash, game, mean field, equilibria",321,2025-03-13 13:12:00.000
64,"brownian, sdes, brownian motion, stochastic differential, differential equations",284,2025-03-13 13:12:00.000
65,"codes, decoding, polar, constructions, cyclic",267,2025-03-13 13:12:00.000
66,"dialogue, chatgpt, conversational, taskoriented, gender",262,2025-03-13 13:12:00.000
67,"anomaly, anomaly detection, outlier, time series, outlier detection",347,2025-03-13 13:12:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, pdes",351,2025-03-13 13:12:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",252,2025-03-13 13:12:00.000
70,"community, community detection, complex networks, centrality, social networks",211,2025-03-13 13:12:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, tunable",259,2025-03-13 13:12:00.000
72,"news, misinformation, fake, opinion, social",256,2025-03-13 13:12:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, guidance",360,2025-03-13 13:12:00.000
74,"supernova, ia, sn, remnant, remnants",185,2025-03-13 13:12:00.000
75,"entanglement, multipartite, entanglement entropy, entangled, quantum entanglement",261,2025-03-13 13:12:00.000
76,"boseeinstein, bose, condensates, superfluid, condensate",201,2025-03-13 13:12:00.000
77,"neutron, neutron stars, star, stars, mergers",195,2025-03-13 13:12:00.000
78,"matrices, random matrices, markov, markov chains, chains",180,2025-03-13 13:12:00.000
79,"astronomy, telescope, astronomical, sky, observatory",162,2025-03-13 13:12:00.000
80,"detector, detectors, readout, silicon, pixel",176,2025-03-13 13:12:00.000
81,"knots, knot, links, braid, homology",197,2025-03-13 13:12:00.000
82,"materials, interatomic, potentials, molecular, material",246,2025-03-13 13:12:00.000
83,"remote sensing, remote, sensing, crop, plant",328,2025-03-13 13:12:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",148,2025-03-13 13:12:00.000
-1,"quantum, language, llms, llm, multimodal",65755,2025-07-24 16:48:00.000
0,"galaxies, galaxy, stellar, stars, star",3329,2025-07-24 16:48:00.000
1,"hall, spin, superconductivity, magnetic, films",3001,2025-07-24 16:48:00.000
2,"collisions, qcd, production, decays, higgs",2136,2025-07-24 16:48:00.000
3,"curvature, surfaces, curves, conjecture, varieties",2925,2025-07-24 16:48:00.000
4,"gravity, gauge, inflation, theories, cosmological",1960,2025-07-24 16:48:00.000
5,"mimo, wireless, communications, beamforming, communication",1847,2025-07-24 16:48:00.000
6,"graphs, trees, hypergraphs, ramsey, coloring",1815,2025-07-24 16:48:00.000
7,"language, language models, large language, reasoning, llms",2818,2025-07-24 16:48:00.000
8,"segmentation, medical, mri, medical image, image segmentation",2068,2025-07-24 16:48:00.000
9,"black, black hole, black holes, hole, holes",1668,2025-07-24 16:48:00.000
10,"speech, audio, music, speech recognition, speaker",1687,2025-07-24 16:48:00.000
11,"quantum, circuits, quantum circuits, quantum computing, circuit",1825,2025-07-24 16:48:00.000
12,"time series, forecasting, series forecasting, multivariate, highdimensional",1426,2025-07-24 16:48:00.000
13,"ai, agents, agentic, agent, intelligence",2118,2025-07-24 16:48:00.000
14,"nonconvex, descent, convex, gradient descent, multiobjective",1164,2025-07-24 16:48:00.000
15,"algebras, categories, lie, modules, algebra",976,2025-07-24 16:48:00.000
16,"photonic, optical, cavity, waveguide, lithium",828,2025-07-24 16:48:00.000
17,"protein, molecular, drug, cell, dna",1106,2025-07-24 16:48:00.000
18,"spiking, eeg, brain, spiking neural, disease",1066,2025-07-24 16:48:00.000
19,"financial, market, portfolio, stock, pricing",1085,2025-07-24 16:48:00.000
20,"pruning, quantization, deep neural, training, dnn",683,2025-07-24 16:48:00.000
21,"reinforcement learning, reinforcement, policy, reward, offline",897,2025-07-24 16:48:00.000
22,"granular, porous, droplet, polymer, droplets",715,2025-07-24 16:48:00.000
23,"electricity, charging, grid, power systems, wind",849,2025-07-24 16:48:00.000
24,"driving, autonomous, autonomous driving, traffic, planning",935,2025-07-24 16:48:00.000
25,"object detection, object, point cloud, lidar, cloud",711,2025-07-24 16:48:00.000
26,"covid19, epidemic, pandemic, infection, disease",347,2025-07-24 16:48:00.000
27,"domain adaptation, adaptation, label, multilabel, contrastive",592,2025-07-24 16:48:00.000
28,"manipulation, robot, robotic, locomotion, humanoid",1036,2025-07-24 16:48:00.000
29,"causal, treatment, causal inference, trials, imputation",859,2025-07-24 16:48:00.000
30,"dark, dark matter, dark energy, axion, ultralight",666,2025-07-24 16:48:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",737,2025-07-24 16:48:00.000
32,"navierstokes, navierstokes equations, equations, galerkin, element",598,2025-07-24 16:48:00.000
33,"pulsar, gammaray, bursts, xray, pulsars",495,2025-07-24 16:48:00.000
34,"software, code generation, vulnerability, repair, llms",942,2025-07-24 16:48:00.000
35,"splatting, gaussian splatting, 3d gaussian, depth, depth estimation",923,2025-07-24 16:48:00.000
36,"gpu, serverless, hpc, cloud, riscv",728,2025-07-24 16:48:00.000
37,"adversarial, attacks, backdoor, attack, adversarial attacks",640,2025-07-24 16:48:00.000
38,"elliptic, fractional, equations, laplacian, elliptic equations",521,2025-07-24 16:48:00.000
39,"operators, sobolev, inequalities, inequality, banach",545,2025-07-24 16:48:00.000
40,"clinical, health, medical, depression, language",906,2025-07-24 16:48:00.000
41,"face, facial, deepfake, face recognition, recognition",605,2025-07-24 16:48:00.000
42,"graph neural, node, graphs, graph learning, link prediction",450,2025-07-24 16:48:00.000
43,"neutrino, neutrinos, oscillations, mass, dark",447,2025-07-24 16:48:00.000
44,"superresolution, image superresolution, restoration, image restoration, video",560,2025-07-24 16:48:00.000
45,"logic, automata, logics, boolean, modal",488,2025-07-24 16:48:00.000
46,"solar, coronal, wind, flare, magnetic",390,2025-07-24 16:48:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",611,2025-07-24 16:48:00.000
48,"plasma, plasmas, laser, electron, ionization",412,2025-07-24 16:48:00.000
49,"federated, federated learning, client, personalized federated, personalized",586,2025-07-24 16:48:00.000
50,"bilayer, twisted, moire, graphite, hall",351,2025-07-24 16:48:00.000
51,"question, answering, question answering, retrievalaugmented, retrieval",607,2025-07-24 16:48:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",446,2025-07-24 16:48:00.000
53,"action, action recognition, reality, recognition, activity recognition",493,2025-07-24 16:48:00.000
54,"visionlanguage, multimodal, visionlanguage models, reasoning, visual",1015,2025-07-24 16:48:00.000
55,"climate, weather, assimilation, precipitation, seismic",576,2025-07-24 16:48:00.000
56,"turbulence, turbulent, convection, vortex, boundary layers",390,2025-07-24 16:48:00.000
57,"transformers, attention, transformer, vision, vision transformers",571,2025-07-24 16:48:00.000
58,"uav, aerial, drone, swarm, uavs",508,2025-07-24 16:48:00.000
59,"texttoimage, image generation, editing, video generation, video",757,2025-07-24 16:48:00.000
60,"groups, subgroups, finite, finite groups, conjugacy",393,2025-07-24 16:48:00.000
61,"blockchain, smart, fraud, contracts, smart contracts",367,2025-07-24 16:48:00.000
62,"privacy, private, differentially private, differentially, differential privacy",374,2025-07-24 16:48:00.000
63,"games, game, nash, equilibria, mean field",429,2025-07-24 16:48:00.000
64,"brownian, brownian motion, sdes, stochastic differential, equations",387,2025-07-24 16:48:00.000
65,"codes, decoding, polar, coding, constructions",358,2025-07-24 16:48:00.000
66,"dialogue, conversational, chatgpt, gender, dialog",309,2025-07-24 16:48:00.000
67,"anomaly, anomaly detection, outlier, time series, outlier detection",426,2025-07-24 16:48:00.000
68,"physicsinformed, physicsinformed neural, differential equations, pdes, partial differential",464,2025-07-24 16:48:00.000
69,"segmentation, semantic segmentation, semantic, instance, instance segmentation",233,2025-07-24 16:48:00.000
70,"community, community detection, complex networks, centrality, social",251,2025-07-24 16:48:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, dielectric",243,2025-07-24 16:48:00.000
72,"news, misinformation, opinion, fake, social",314,2025-07-24 16:48:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, guidance",492,2025-07-24 16:48:00.000
74,"supernova, sn, ia, remnant, remnants",232,2025-07-24 16:48:00.000
75,"entanglement, multipartite, entangled, entanglement entropy, genuine",295,2025-07-24 16:48:00.000
76,"boseeinstein, bose, condensates, condensate, superfluid",244,2025-07-24 16:48:00.000
77,"neutron, neutron stars, star, stars, mergers",242,2025-07-24 16:48:00.000
78,"matrices, random matrices, markov, markov chains, chains",223,2025-07-24 16:48:00.000
79,"astronomy, astronomical, telescope, sky, telescopes",208,2025-07-24 16:48:00.000
80,"detector, detectors, pixel, silicon, liquid",197,2025-07-24 16:48:00.000
81,"knots, knot, braid, links, homology",284,2025-07-24 16:48:00.000
82,"materials, interatomic, potentials, additive manufacturing, molecular",360,2025-07-24 16:48:00.000
83,"remote sensing, remote, sensing, plant, crop",336,2025-07-24 16:48:00.000
84,"sentiment, summarization, sentiment analysis, topic, abstractive",191,2025-07-24 16:48:00.000
-1,"quantum, llm, language, llms, multimodal",83257,2025-12-04 20:24:00.000
0,"galaxies, galaxy, stellar, stars, star",4163,2025-12-04 20:24:00.000
1,"hall, superconductivity, spin, magnetic, films",4137,2025-12-04 20:24:00.000
2,"collisions, qcd, production, decays, quark",2894,2025-12-04 20:24:00.000
3,"curvature, curves, surfaces, varieties, bundles",3558,2025-12-04 20:24:00.000
4,"gravity, gauge, inflation, theories, cosmological",2730,2025-12-04 20:24:00.000
5,"mimo, wireless, communications, beamforming, 6g",2190,2025-12-04 20:24:00.000
6,"graphs, trees, hypergraphs, coloring, ramsey",2298,2025-12-04 20:24:00.000
7,"language, language models, large language, reasoning, language model",3448,2025-12-04 20:24:00.000
8,"segmentation, mri, medical, medical image, image segmentation",2167,2025-12-04 20:24:00.000
9,"black, black hole, hole, black holes, holes",2220,2025-12-04 20:24:00.000
10,"speech, audio, music, speech recognition, speaker",1838,2025-12-04 20:24:00.000
11,"quantum, circuits, quantum circuits, quantum computing, quantum error",2365,2025-12-04 20:24:00.000
12,"time series, forecasting, series forecasting, multivariate, carlo",1855,2025-12-04 20:24:00.000
13,"ai, agents, agentic, agent, intelligence",3382,2025-12-04 20:24:00.000
14,"nonconvex, convex, descent, multiobjective, gradient descent",1422,2025-12-04 20:24:00.000
15,"algebras, categories, lie, modules, algebra",1206,2025-12-04 20:24:00.000
16,"photonic, optical, waveguide, cavity, photon",1085,2025-12-04 20:24:00.000
17,"protein, molecular, drug, cell, dna",1300,2025-12-04 20:24:00.000
18,"spiking, brain, eeg, spiking neural, disease",1193,2025-12-04 20:24:00.000
19,"financial, market, pricing, portfolio, volatility",1277,2025-12-04 20:24:00.000
20,"quantization, pruning, relu, deep neural, training",880,2025-12-04 20:24:00.000
21,"reinforcement learning, reinforcement, policy, offline, policy optimization",1345,2025-12-04 20:24:00.000
22,"granular, porous, polymer, droplet, suspensions",929,2025-12-04 20:24:00.000
23,"electricity, charging, grid, power systems, wind",973,2025-12-04 20:24:00.000
24,"driving, autonomous, autonomous driving, traffic, planning",1022,2025-12-04 20:24:00.000
25,"object detection, object, point cloud, lidar, cloud",819,2025-12-04 20:24:00.000
26,"covid19, epidemic, pandemic, disease, infection",390,2025-12-04 20:24:00.000
27,"domain adaptation, adaptation, label, multilabel, multitask",663,2025-12-04 20:24:00.000
28,"manipulation, robot, robotic, humanoid, tactile",1283,2025-12-04 20:24:00.000
29,"causal, treatment, causal inference, trials, treatment effects",1162,2025-12-04 20:24:00.000
30,"dark, dark matter, dark energy, axion, halos",923,2025-12-04 20:24:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",938,2025-12-04 20:24:00.000
32,"navierstokes, navierstokes equations, compressible, equations, galerkin",763,2025-12-04 20:24:00.000
33,"pulsar, gammaray, xray, pulsars, bursts",684,2025-12-04 20:24:00.000
34,"code generation, software, vulnerability, repair, llms",1183,2025-12-04 20:24:00.000
35,"splatting, gaussian splatting, 3d gaussian, depth, scene",1119,2025-12-04 20:24:00.000
36,"gpu, serverless, encryption, hpc, gpus",883,2025-12-04 20:24:00.000
37,"adversarial, attacks, backdoor, attack, adversarial attacks",625,2025-12-04 20:24:00.000
38,"elliptic, fractional, equations, laplacian, parabolic",735,2025-12-04 20:24:00.000
39,"operators, sobolev, inequalities, inequality, banach",598,2025-12-04 20:24:00.000
40,"clinical, health, medical, mental, mental health",1143,2025-12-04 20:24:00.000
41,"face, facial, deepfake, head, avatars",648,2025-12-04 20:24:00.000
42,"graph neural, node, graphs, link prediction, graph learning",500,2025-12-04 20:24:00.000
43,"neutrino, neutrinos, mass, dark, oscillations",608,2025-12-04 20:24:00.000
44,"superresolution, restoration, image restoration, image superresolution, video",612,2025-12-04 20:24:00.000
45,"logic, automata, boolean, logics, modal",610,2025-12-04 20:24:00.000
46,"solar, coronal, flare, wind, magnetic",468,2025-12-04 20:24:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",700,2025-12-04 20:24:00.000
48,"plasma, plasmas, laser, electron, acceleration",566,2025-12-04 20:24:00.000
49,"federated, federated learning, client, vertical federated, privacy",590,2025-12-04 20:24:00.000
50,"bilayer, twisted, graphite, moire, electronic",362,2025-12-04 20:24:00.000
51,"question, answering, question answering, retrievalaugmented, retrievalaugmented generation",705,2025-12-04 20:24:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",565,2025-12-04 20:24:00.000
53,"action, action recognition, reality, recognition, egocentric",550,2025-12-04 20:24:00.000
54,"visionlanguage, multimodal, visionlanguage models, reasoning, visual",1418,2025-12-04 20:24:00.000
