Topic,Words,Frequency,Timestamp
47,"graphene, bilayer graphene, bilayer, twisted, moire",303,2025-03-13 13:12:00.000
48,"action recognition, pose estimation, video, 3d human, human pose",354,2025-03-13 13:12:00.000
49,"gnns, graph neural, gnn, node classification, networks gnns",360,2025-03-13 13:12:00.000
50,"manybody, quantum systems, thermalization, chaos, chaotic",347,2025-03-13 13:12:00.000
51,"traffic, urban, mobility, travel, routing",394,2025-03-13 13:12:00.000
52,"navierstokes, compressible, euler, navierstokes equations, incompressible",327,2025-03-13 13:12:00.000
53,"segmentation, object detection, semantic segmentation, semantic, transformers",268,2025-03-13 13:12:00.000
54,"llms, reward, cot, language models, large language",820,2025-03-13 13:12:00.000
55,"boseeinstein, superfluid, bose, condensate, vortex",271,2025-03-13 13:12:00.000
56,"protein, molecular, drug, drug discovery, molecules",467,2025-03-13 13:12:00.000
57,"rag, retrievalaugmented, llms, query, retrievalaugmented generation",491,2025-03-13 13:12:00.000
58,"ssl, domain adaptation, unlabeled, contrastive, active learning",214,2025-03-13 13:12:00.000
59,"transformers, llms, pruning, incontext, icl",587,2025-03-13 13:12:00.000
60,"deepfake, forgery, face recognition, facial, deepfake detection",299,2025-03-13 13:12:00.000
61,"interatomic, molecular, interatomic potentials, materials science, crystal",371,2025-03-13 13:12:00.000
62,"plasma, plasmas, tokamak, electron, discharge",247,2025-03-13 13:12:00.000
63,"laser, comb, photonic, combs, fiber",236,2025-03-13 13:12:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",337,2025-03-13 13:12:00.000
65,"laser, beam, plasma, electron, beams",194,2025-03-13 13:12:00.000
66,"climate, weather, precipitation, forecasting, forecasts",332,2025-03-13 13:12:00.000
67,"clinical, llms, biomedical, large language, language models",395,2025-03-13 13:12:00.000
68,"species, oscillators, kuramoto, kuramoto model, ecological",212,2025-03-13 13:12:00.000
69,"vr, gaze, virtual reality, eye, ar",324,2025-03-13 13:12:00.000
70,"dna, mds, reedsolomon, hamming, selfdual",188,2025-03-13 13:12:00.000
71,"hamiltonian, integrable, orbits, hamiltonian systems, bifurcations",181,2025-03-13 13:12:00.000
72,"nonhermitian, chern, hall, quantum hall, insulators",184,2025-03-13 13:12:00.000
73,"community detection, hypergraphs, centrality, stochastic block, complex networks",191,2025-03-13 13:12:00.000
74,"grain, alloys, dislocation, segregation, alloy",159,2025-03-13 13:12:00.000
-1,"llms, language models, large language, llm, video",48624,2025-07-24 16:48:00.000
0,"dark, stars, galaxies, stellar, galaxy",16722,2025-07-24 16:48:00.000
1,"algebras, varieties, cohomology, polynomials, elliptic",11415,2025-07-24 16:48:00.000
2,"wireless, beamforming, mimo, antenna, ris",2900,2025-07-24 16:48:00.000
3,"particles, shear, turbulence, turbulent, liquid",2026,2025-07-24 16:48:00.000
4,"segmentation, clinical, mri, ct, medical image",2791,2025-07-24 16:48:00.000
5,"speech, audio, music, speaker, emotion",2371,2025-07-24 16:48:00.000
6,"policy, robot, reinforcement learning, rl, robotic",2662,2025-07-24 16:48:00.000
7,"vertex, coloring, bipartite, subgraph, chromatic",1802,2025-07-24 16:48:00.000
8,"scene, point cloud, splatting, lidar, gaussian splatting",1922,2025-07-24 16:48:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",1506,2025-07-24 16:48:00.000
10,"games, regret, bandit, bandits, nash",1360,2025-07-24 16:48:00.000
11,"qubits, quantum computing, gates, quantum circuits, quantum algorithms",1893,2025-07-24 16:48:00.000
12,"privacy, federated, federated learning, fl, clients",1416,2025-07-24 16:48:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",933,2025-07-24 16:48:00.000
14,"visionlanguage, mllms, editing, vlms, texttoimage",1729,2025-07-24 16:48:00.000
15,"estimators, posterior, nonparametric, lasso, copula",927,2025-07-24 16:48:00.000
16,"superconducting, superconductivity, superconductors, josephson, superconductor",837,2025-07-24 16:48:00.000
17,"pruning, workloads, latency, gpus, accelerators",1041,2025-07-24 16:48:00.000
18,"physicsinformed, pdes, pinns, physicsinformed neural, pde",1217,2025-07-24 16:48:00.000
19,"electricity, renewable, charging, power systems, voltage",955,2025-07-24 16:48:00.000
20,"finite element, galerkin, mesh, discretization, meshes",850,2025-07-24 16:48:00.000
21,"semantics, automata, logics, languages, calculus",783,2025-07-24 16:48:00.000
22,"social, news, social media, dialogue, hate",805,2025-07-24 16:48:00.000
23,"anomaly detection, hyperspectral, remote sensing, imagery, underwater",1084,2025-07-24 16:48:00.000
24,"llms, developers, code generation, software engineering, software development",1159,2025-07-24 16:48:00.000
25,"ferroelectric, perovskite, exciton, thermal, excitons",664,2025-07-24 16:48:00.000
26,"attacks, llms, malware, jailbreak, cybersecurity",1243,2025-07-24 16:48:00.000
27,"solar, coronal, solar wind, reconnection, wind",479,2025-07-24 16:48:00.000
28,"bell, multipartite, quantum mechanics, nonlocality, quantum states",586,2025-07-24 16:48:00.000
29,"relu, adam, gradient descent, learning rate, sgd",544,2025-07-24 16:48:00.000
30,"trials, treatment effects, causal inference, estimators, covariates",783,2025-07-24 16:48:00.000
31,"eeg, brain, ecg, fmri, sleep",815,2025-07-24 16:48:00.000
32,"market, financial, stock, volatility, portfolio",669,2025-07-24 16:48:00.000
33,"metasurfaces, photonic, metasurface, plasmonic, microscopy",491,2025-07-24 16:48:00.000
34,"traffic, autonomous driving, vehicles, vehicle, planning",680,2025-07-24 16:48:00.000
35,"languages, multilingual, machine translation, lowresource, crosslingual",453,2025-07-24 16:48:00.000
36,"controller, predictive control, controllers, mpc, nonlinear systems",577,2025-07-24 16:48:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, defense",616,2025-07-24 16:48:00.000
38,"education, student, educational, teaching, governance",836,2025-07-24 16:48:00.000
39,"planning, robots, robot, motion planning, controller",662,2025-07-24 16:48:00.000
40,"recommendation, recommender, recommender systems, item, items",652,2025-07-24 16:48:00.000
41,"nonconvex, optimization problems, nonsmooth, proximal, convergence rate",573,2025-07-24 16:48:00.000
42,"photon, atoms, photons, cavity, rydberg",442,2025-07-24 16:48:00.000
43,"blockchain, contracts, transactions, transaction, smart contracts",453,2025-07-24 16:48:00.000
44,"epidemic, covid19, disease, infection, pandemic",333,2025-07-24 16:48:00.000
45,"superresolution, video, lowlight, image restoration, denoising",447,2025-07-24 16:48:00.000
46,"spiking, snns, neuromorphic, spiking neural, neurons",493,2025-07-24 16:48:00.000
47,"graphene, bilayer, bilayer graphene, moire, twisted",349,2025-07-24 16:48:00.000
48,"action recognition, pose estimation, human pose, video, 3d human",371,2025-07-24 16:48:00.000
49,"gnns, graph neural, gnn, node classification, networks gnns",390,2025-07-24 16:48:00.000
50,"manybody, quantum systems, thermalization, open quantum, chaotic",463,2025-07-24 16:48:00.000
51,"traffic, urban, mobility, travel, routing",485,2025-07-24 16:48:00.000
52,"navierstokes, euler, navierstokes equations, compressible, incompressible",347,2025-07-24 16:48:00.000
53,"segmentation, object detection, semantic, semantic segmentation, transformers",282,2025-07-24 16:48:00.000
54,"llms, reward, language models, large language, cot",1138,2025-07-24 16:48:00.000
55,"boseeinstein, superfluid, bose, condensate, vortex",336,2025-07-24 16:48:00.000
56,"protein, molecular, drug, drug discovery, molecules",594,2025-07-24 16:48:00.000
57,"rag, llms, retrievalaugmented, qa, question answering",507,2025-07-24 16:48:00.000
58,"domain adaptation, ssl, unlabeled, active learning, contrastive",214,2025-07-24 16:48:00.000
59,"transformers, icl, llms, incontext, pruning",707,2025-07-24 16:48:00.000
60,"forgery, deepfake, facial, face recognition, deepfake detection",311,2025-07-24 16:48:00.000
61,"interatomic, molecular, interatomic potentials, crystal, dft",453,2025-07-24 16:48:00.000
62,"plasma, plasmas, tokamak, electron, gyrokinetic",291,2025-07-24 16:48:00.000
63,"laser, photonic, comb, soliton, combs",248,2025-07-24 16:48:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",369,2025-07-24 16:48:00.000
65,"beam, laser, plasma, electron, accelerator",229,2025-07-24 16:48:00.000
66,"climate, weather, forecasting, precipitation, forecasts",455,2025-07-24 16:48:00.000
67,"clinical, llms, biomedical, large language, language models",515,2025-07-24 16:48:00.000
68,"oscillators, species, kuramoto, ecological, fitness",238,2025-07-24 16:48:00.000
69,"vr, gaze, virtual reality, ar, immersive",386,2025-07-24 16:48:00.000
70,"mds, reedsolomon, dna, hamming, reedsolomon codes",259,2025-07-24 16:48:00.000
71,"orbits, hamiltonian, integrable, bifurcation, periodic orbits",207,2025-07-24 16:48:00.000
72,"nonhermitian, quantum hall, hall, insulators, chern",266,2025-07-24 16:48:00.000
73,"community detection, centrality, hypergraphs, stochastic block, realworld networks",204,2025-07-24 16:48:00.000
74,"grain, alloys, dislocation, alloy, dislocations",208,2025-07-24 16:48:00.000
-1,"llms, language models, large language, llm, video",61802,2025-12-04 20:24:00.000
0,"dark, galaxies, stars, stellar, galaxy",21934,2025-12-04 20:24:00.000
1,"algebras, varieties, cohomology, projective, polynomials",13962,2025-12-04 20:24:00.000
2,"wireless, antenna, beamforming, mimo, ris",3480,2025-12-04 20:24:00.000
3,"particles, shear, turbulence, turbulent, liquid",2706,2025-12-04 20:24:00.000
4,"segmentation, clinical, mri, ct, medical image",3017,2025-12-04 20:24:00.000
5,"speech, audio, music, speaker, asr",2606,2025-12-04 20:24:00.000
6,"policy, robot, reinforcement learning, rl, robotic",3633,2025-12-04 20:24:00.000
7,"vertex, coloring, subgraph, bipartite, chromatic",2274,2025-12-04 20:24:00.000
8,"scene, splatting, gaussian splatting, lidar, point cloud",2368,2025-12-04 20:24:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",1888,2025-12-04 20:24:00.000
10,"regret, games, bandit, bandits, nash",1751,2025-12-04 20:24:00.000
11,"qubits, gates, quantum computing, quantum circuits, quantum algorithms",2474,2025-12-04 20:24:00.000
12,"privacy, federated, federated learning, fl, clients",1563,2025-12-04 20:24:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",1304,2025-12-04 20:24:00.000
14,"visionlanguage, editing, mllms, vlms, visionlanguage models",2213,2025-12-04 20:24:00.000
15,"estimators, posterior, nonparametric, copula, bayes",1280,2025-12-04 20:24:00.000
16,"superconducting, superconductivity, superconductors, josephson, superconductor",1110,2025-12-04 20:24:00.000
17,"pruning, workloads, accelerators, latency, gpus",1209,2025-12-04 20:24:00.000
18,"physicsinformed, pdes, pinns, pde, physicsinformed neural",1660,2025-12-04 20:24:00.000
19,"electricity, renewable, charging, voltage, power systems",1083,2025-12-04 20:24:00.000
20,"finite element, galerkin, mesh, discretization, meshes",992,2025-12-04 20:24:00.000
21,"semantics, automata, logics, languages, calculus",987,2025-12-04 20:24:00.000
22,"social, news, social media, dialogue, political",899,2025-12-04 20:24:00.000
23,"anomaly detection, hyperspectral, imagery, remote sensing, sar",1292,2025-12-04 20:24:00.000
24,"llms, developers, software engineering, code generation, vulnerability",1513,2025-12-04 20:24:00.000
25,"perovskite, ferroelectric, exciton, excitons, films",816,2025-12-04 20:24:00.000
26,"attacks, llms, malware, jailbreak, malicious",1617,2025-12-04 20:24:00.000
27,"solar, coronal, reconnection, solar wind, magnetic field",621,2025-12-04 20:24:00.000
28,"bell, nonlocality, multipartite, quantum mechanics, contextuality",929,2025-12-04 20:24:00.000
29,"relu, gradient descent, adam, sgd, learning rate",797,2025-12-04 20:24:00.000
30,"trials, treatment effects, estimators, causal inference, covariates",1060,2025-12-04 20:24:00.000
31,"eeg, brain, ecg, sleep, fmri",867,2025-12-04 20:24:00.000
32,"market, financial, portfolio, volatility, stock",757,2025-12-04 20:24:00.000
33,"metasurfaces, photonic, metasurface, plasmonic, microscopy",575,2025-12-04 20:24:00.000
34,"traffic, autonomous driving, vehicles, vehicle, planning",760,2025-12-04 20:24:00.000
35,"languages, multilingual, machine translation, lowresource, crosslingual",481,2025-12-04 20:24:00.000
36,"controller, predictive control, mpc, controllers, nonlinear systems",779,2025-12-04 20:24:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, defense",615,2025-12-04 20:24:00.000
38,"education, student, governance, educational, genai",1040,2025-12-04 20:24:00.000
39,"planning, robots, robot, motion planning, aerial",819,2025-12-04 20:24:00.000
40,"recommendation, recommender, recommender systems, item, items",746,2025-12-04 20:24:00.000
41,"nonconvex, optimization problems, proximal, nonsmooth, convex optimization",696,2025-12-04 20:24:00.000
42,"photon, atoms, photons, cavity, atom",649,2025-12-04 20:24:00.000
43,"blockchain, contracts, smart contracts, transaction, transactions",487,2025-12-04 20:24:00.000
44,"epidemic, covid19, disease, infection, infectious",378,2025-12-04 20:24:00.000
45,"superresolution, video, image restoration, lowlight, denoising",469,2025-12-04 20:24:00.000
46,"spiking, neuromorphic, spiking neural, snns, neurons",627,2025-12-04 20:24:00.000
47,"graphene, bilayer, bilayer graphene, moire, twisted",398,2025-12-04 20:24:00.000
48,"action recognition, pose estimation, video, 3d human, human motion",485,2025-12-04 20:24:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",439,2025-12-04 20:24:00.000
50,"manybody, quantum systems, thermalization, chaos, open quantum",625,2025-12-04 20:24:00.000
51,"traffic, mobility, urban, travel, routing",506,2025-12-04 20:24:00.000
52,"navierstokes, compressible, euler, navierstokes equations, incompressible",505,2025-12-04 20:24:00.000
53,"segmentation, object detection, semantic segmentation, semantic, transformers",299,2025-12-04 20:24:00.000
54,"reward, llms, language models, large language, cot",1618,2025-12-04 20:24:00.000
55,"boseeinstein, superfluid, bose, condensate, vortex",413,2025-12-04 20:24:00.000
56,"protein, molecular, drug, molecules, drug discovery",627,2025-12-04 20:24:00.000
57,"rag, retrievalaugmented, query, retrievalaugmented generation, qa",613,2025-12-04 20:24:00.000
58,"active learning, unlabeled, domain adaptation, contrastive, ssl",200,2025-12-04 20:24:00.000
59,"transformers, language models, pruning, llms, incontext",964,2025-12-04 20:24:00.000
60,"forgery, facial, deepfake, face recognition, deepfake detection",361,2025-12-04 20:24:00.000
61,"interatomic, interatomic potentials, molecular, crystal, dft",629,2025-12-04 20:24:00.000
62,"plasma, plasmas, tokamak, electron, stellarator",384,2025-12-04 20:24:00.000
63,"laser, comb, photonic, fiber, lasers",300,2025-12-04 20:24:00.000
64,"qkd, key distribution, quantum key, secure, postquantum",480,2025-12-04 20:24:00.000
65,"laser, beam, plasma, electron, accelerator",285,2025-12-04 20:24:00.000
66,"climate, weather, precipitation, forecasting, forecasts",501,2025-12-04 20:24:00.000
67,"clinical, llms, large language, biomedical, language models",629,2025-12-04 20:24:00.000
68,"oscillators, species, kuramoto, kuramoto model, ecological",369,2025-12-04 20:24:00.000
69,"vr, gaze, virtual reality, ar, participants",413,2025-12-04 20:24:00.000
70,"mds, reedsolomon, hamming, dna, repair",311,2025-12-04 20:24:00.000
71,"hamiltonian, orbits, integrable, hamiltonian systems, bifurcation",298,2025-12-04 20:24:00.000
72,"nonhermitian, hall, quantum hall, chern, skin",378,2025-12-04 20:24:00.000
73,"community detection, centrality, hypergraphs, stochastic block, complex networks",258,2025-12-04 20:24:00.000
74,"grain, alloys, dislocation, alloy, dislocations",285,2025-12-04 20:24:00.000
